"COU","Country","IND","Indicator","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"RUS","Russia","HPI_RPI","Price to rent ratio","2010-Q3","Q3-2010","IDX","Index","0","Units","2010_100","2010=100",99.7499037402833,,
"RUS","Russia","HPI_RPI","Price to rent ratio","2010-Q4","Q4-2010","IDX","Index","0","Units","2010_100","2010=100",99.7845750959286,,
"RUS","Russia","HPI_RPI","Price to rent ratio","2011-Q1","Q1-2011","IDX","Index","0","Units","2010_100","2010=100",72.8945340495871,,
"RUS","Russia","HPI_RPI","Price to rent ratio","2011-Q2","Q2-2011","IDX","Index","0","Units","2010_100","2010=100",73.5637308016289,,
"RUS","Russia","HPI_RPI","Price to rent ratio","2011-Q3","Q3-2011","IDX","Index","0","Units","2010_100","2010=100",72.9912701113588,,
"RUS","Russia","HPI_RPI","Price to rent ratio","2011-Q4","Q4-2011","IDX","Index","0","Units","2010_100","2010=100",73.6165547422945,,
"RUS","Russia","HPI_RPI","Price to rent ratio","2012-Q1","Q1-2012","IDX","Index","0","Units","2010_100","2010=100",77.3173770731084,,
"RUS","Russia","HPI_RPI","Price to rent ratio","2012-Q2","Q2-2012","IDX","Index","0","Units","2010_100","2010=100",79.0698158560573,,
"RUS","Russia","HPI_RPI","Price to rent ratio","2012-Q3","Q3-2012","IDX","Index","0","Units","2010_100","2010=100",78.8948903475438,,
"RUS","Russia","HPI_RPI","Price to rent ratio","2012-Q4","Q4-2012","IDX","Index","0","Units","2010_100","2010=100",79.8788057762509,,
"RUS","Russia","HPI_RPI","Price to rent ratio","2013-Q1","Q1-2013","IDX","Index","0","Units","2010_100","2010=100",77.9462376454839,,
"RUS","Russia","HPI_RPI","Price to rent ratio","2013-Q2","Q2-2013","IDX","Index","0","Units","2010_100","2010=100",77.2931621941637,,
"RUS","Russia","HPI_RPI","Price to rent ratio","2013-Q3","Q3-2013","IDX","Index","0","Units","2010_100","2010=100",75.9877929208237,,
"RUS","Russia","HPI_RPI","Price to rent ratio","2013-Q4","Q4-2013","IDX","Index","0","Units","2010_100","2010=100",74.7928781464282,,
"RUS","Russia","HPI_RPI","Price to rent ratio","2014-Q1","Q1-2014","IDX","Index","0","Units","2010_100","2010=100",72.7775715531814,,
"RUS","Russia","HPI_RPI","Price to rent ratio","2014-Q2","Q2-2014","IDX","Index","0","Units","2010_100","2010=100",71.6251661149364,,
